# RTTI index for eldenring.exe (imagebase 0x140000000)
# vtable_rva	td_rva	ctor_rvas	mangled_name   (RVAs are er_base-relative)
0x2adb018	0x3cad830	0x892d10,0x8919c0,0x892130	.?AV?$_Func_impl@V<lambda_fa0b0b5c24be23d4bb06ac781638ca49>@@V?$allocator@H@std@@_N$$V@std@@
0x2b3aff8	0x3ce56d0	0xa20830,0xa1ee60,0xa1db20	.?AV?$_Func_impl@V<lambda_fa13ae05d8fdaffd9466e1fc30583b6a>@@V?$allocator@H@std@@X$$V@std@@
0x2ae5160	0x3cb44d0	0x8b9100,0x8b9380,0x8b9200,0x8b8140	.?AV?$_Func_impl@V<lambda_fa69814ce3820725fb953cf973b92c81>@@V?$allocator@H@std@@_N$$V@std@@
0x2aee6e0	0x3cb86a0	0x8e19d0,0x8e1ce0,0x8e1ad0,0x8e0900	.?AV?$_Func_impl@V<lambda_fa69830a3fd0dc9ebd72279bad90b9e0>@@V?$allocator@H@std@@XH@std@@
0x2acb4e8	0x3ca85a0	0x838860,0x836b20,0x835b20,0x8329b0	.?AV?$_Func_impl@V<lambda_fa7148820e263c5f500f2e9a997dd624>@@V?$allocator@H@std@@X$$V@std@@
0x2ab1b98	0x3c9b4a0	0x7d80a0,0x7d71b0,0x7d7650,0x7d6b60	.?AV?$_Func_impl@V<lambda_fa7959a3ce95d1889b0873d22cbcba16>@@V?$allocator@H@std@@V?$DLReferencePointer@VMenuJob@CS@@@DLUT@@AEAVChrMakeLooksSettingDialog@CS@@AEBVSceneObjProxy@7@AEBVCharMakeCommandParam@7@AEAVChrMakeViewModel@7@@std@@
0x2b02b40	0x3cc4ea0	0x925400,0x922150,0x919e70,0x9230d0	.?AV?$_Func_impl@V<lambda_fa7cb5e2730655d27acac3a6d8b5c693>@@V?$allocator@H@std@@_N$$V@std@@
0x2acf1d8	0x3caa380	0x84de00,0x84ca70,0x84b5f0,0x84aff0	.?AV?$_Func_impl@V<lambda_fa973e7b6343c2ceee9dc7e152e68f72>@@V?$allocator@H@std@@_NAEBVMenuGaitem@CS@@@std@@
0x2a86258	0x3c8d6b0	0x6d6b90,0x6d5d70,0x6d5430,0x6d4e40	.?AV?$_Func_impl@V<lambda_fab9c76216af68bbcf7e738bb6eac290>@@V?$allocator@H@std@@XAEAVWorldBlockMap@CS@@@std@@
0x2acb280	0x3ca80b0	0x8388a0,0x82f380,0x82e890,0x82e9a0	.?AV?$_Func_impl@V<lambda_fb06c3f9ecd12cae97b74c7e8e75970e>@@V?$allocator@H@std@@VMenuJobResult@CS@@$$V@std@@
0x2b132f0	0x3ccfae0	0x9642d0,0x95ea90,0x948300,0x960f90	.?AV?$_Func_impl@V<lambda_fb16a37c7129394e0984d341d7a2bdb8>@@V?$allocator@H@std@@XVGridIterator@GridControl@CS@@V456@@std@@
0x2b2be90	0x3cdeff0	0x9c77a0,0x9c5120,0x9c4880,0x9c2f70	.?AV?$_Func_impl@V<lambda_fb28eee820e2b5252559dca533722f86>@@V?$allocator@H@std@@X$$V@std@@
0x2a8a758	0x3c8e270	0x6fd690,0x6fca70,0x6fc060,0x6f8700	.?AV?$_Func_impl@V<lambda_fb4d1d5bb035e07cc3a73bc54103ed09>@@V?$allocator@H@std@@_NAEBVChrIns@CS@@@std@@
0x2b155d8	0x3cd0d30	0x96d080,0x96b730,0x96beb0,0x968c40	.?AV?$_Func_impl@V<lambda_fb748d698f2f480f08b54c418db9f5e7>@@V?$allocator@H@std@@X$$V@std@@
0x2adc000	0x3cae570	0x896490,0x895a60,0x895e20,0x894260	.?AV?$_Func_impl@V<lambda_fbd075e6d74386e4f19e0a84e394a5b1>@@V?$allocator@H@std@@X$$V@std@@
0x2b1dbc0	0x3cd6370	0x98d0d0,0x98c0a0,0x98b160,0x98a550	.?AV?$_Func_impl@V<lambda_fbdff8da91ea4c4314c357b219774c66>@@V?$allocator@H@std@@PEAVMenuWindow@CS@@AEBVSceneObjProxy@5@@std@@
0x2ae28a8	0x3cb27e0	0x8afba0,0x8af370,0x8af5f0,0x8adec0	.?AV?$_Func_impl@V<lambda_fbe24a9ac9ef359d2db87daf1205f6f9>@@V?$allocator@H@std@@X$$V@std@@
0x2b12608	0x3ccdfb0	0x964310,0x960fd0,0x95ead0,0x951330	.?AV?$_Func_impl@V<lambda_fbfa00eea37fdc8194854b34adf71d20>@@V?$allocator@H@std@@X$$V@std@@
0x2abb7b0	0x3ca0900	0x7fecc0,0x7fd390,0x7fc0e0,0x7f8910	.?AV?$_Func_impl@V<lambda_fc14a089c6a7df8ed33bddf0bc422d48>@@V?$allocator@H@std@@V?$DLReferencePointer@VMenuJob@CS@@@DLUT@@AEAVCommandSelectDialog@CS@@@std@@
0x2ae12b0	0x3cb17b0	0x8a9aa0,0x8a9580,0x8a9740,0x8a8880	.?AV?$_Func_impl@V<lambda_fc5b9aa175a945353d9b6bef087d5d50>@@V?$allocator@H@std@@XVGridIterator@GridControl@CS@@V456@@std@@
0x2ac73a8	0x3ca61f0	0x82b7b0,0x829b80,0x8279e0,0x827780	.?AV?$_Func_impl@V<lambda_fc99f2b89d56dc341c095507703b1ffc>@@V?$allocator@H@std@@VMenuJobResult@CS@@$$V@std@@
0x2b26c80	0x3cdb540	0x9b24a0,0x9b0770,0x9ad860,0x9abbf0	.?AV?$_Func_impl@V<lambda_fcabefa496a4a94716a15738b0a2bdc3>@@V?$allocator@H@std@@X$$V@std@@
0x2adf218	0x3cb0490	0x8a0e70,0x8a0f30,0x8a0500,0x89f930	.?AV?$_Func_impl@V<lambda_fd0538fc7f9fcc9cd23d8159e03756cf>@@V?$allocator@H@std@@XAEAVBloodStringSelectDialog@CS@@@std@@
0x2ab6230	0x3c9d0e0	0x7ea190,0x7e80d0,0x7e68a0,0x7e48c0	.?AV?$_Func_impl@V<lambda_fd36ee768b8dce8e4adc3a9a49b5aa49>@@V?$allocator@H@std@@XAEBVMenuString@CS@@@std@@
0x2b2bf38	0x3cdf160	0x9c77e0,0x9c5160,0x9c48c0,0x9c5680	.?AV?$_Func_impl@V<lambda_fd422a917930f99c7ed6e4d7b56349d3>@@V?$allocator@H@std@@X$$V@std@@
0x2a993e8	0x3c91860	0x75e4f0,0x75cc50,0x75c310,0x758830,0x758b30,0x758bb0	.?AV?$_Func_impl@V<lambda_fd8f97f76dd5ce4f13e5e04eff4dc8ee>@@V?$allocator@H@std@@_NAEBVCSEzMenuViewerPad@CS@@@std@@
0x2addb38	0x3caf8f0	0x89b380,0x89b340,0x89a860,0x899d00	.?AV?$_Func_impl@V<lambda_fdacc7acfe32266d1ad3efd412c2b221>@@V?$allocator@H@std@@X$$V@std@@
0x2afdc00	0x3cc1d00	0x9136f0,0x911960,0x910dc0,0x90dfb0	.?AV?$_Func_impl@V<lambda_fdec06ccabb6a0e839119f30e9dd5c43>@@V?$allocator@H@std@@X$$V@std@@
0x2b3b308	0x3ce5cf0	0xa20870,0xa1eea0,0xa1db60	.?AV?$_Func_impl@V<lambda_fdfb10c9ce6f0caaf2bbe5d5ff0dbd1c>@@V?$allocator@H@std@@X$$V@std@@
0x2b12280	0x3ccd8c0	0x964350,0x961010,0x95eb10,0x94f4e0	.?AV?$_Func_impl@V<lambda_fe19afb13f897ca9162a308195017eb8>@@V?$allocator@H@std@@X$$V@std@@
0x2af0f30	0x3cba0e0	0x8e82f0,0x8e6c00,0x8e73c0,0x8e3b20	.?AV?$_Func_impl@V<lambda_fe4bdd56871d22ebe62d477ca8ea3591>@@V?$allocator@H@std@@VMenuGaitem@CS@@$$V@std@@
0x2b4fbd0	0x3cea840	0xa9c130,0xa9bc90,0xa9bff0,0xa9bf30	.?AV?$_Func_impl@V<lambda_fe7a3f1d20adf85a145594a5f43881cc>@@V?$allocator@H@std@@XAEAVWorldBlockMap@CS@@@std@@
0x308f180	0x3d3fff0	0x1e4b0e0,0x1e4b7d0,0x1e4a1b0,0x1e4a660	.?AV?$_Func_impl@V<lambda_fec3298b4da6fe0669c1e27bee46a5b3>@@V?$allocator@H@std@@V?$SFIntrusivePtr@VSFUnknown@SVFW@@@SVFW@@$$V@std@@
0x2ab69d8	0x3c9e270	0x7ea1d0,0x7e8110,0x7de370,0x7de3e0	.?AV?$_Func_impl@V<lambda_ff2cc334d80259445efb594c1176c569>@@V?$allocator@H@std@@V?$DLReferencePointer@VMenuJob@CS@@@DLUT@@AEAVCommandSelectDialog@CS@@@std@@
0x2acf168	0x3caa240	0x84de70,0x84c8b0,0x84cad0,0x84c310	.?AV?$_Func_impl@V<lambda_ff79f7ed756914c43ddf1902ba932c90>@@V?$allocator@H@std@@V?$DLReferencePointer@VMenuGaitemList@CS@@@DLUT@@$$V@std@@
0x2b1d990	0x3cd5da0	0x98d120,0x98c0e0,0x984060,0x983fe0	.?AV?$_Func_impl@V<lambda_ff82e694786f92a786a00e2b97bcf39c>@@V?$allocator@H@std@@V?$DLReferencePointer@VMenuJob@CS@@@DLUT@@H@std@@
0x2b13018	0x3ccf510	0x964390,0x961050,0x95eb50,0x948fa0	.?AV?$_Func_impl@V<lambda_ffbfe1e4e5757638969af1327de64304>@@V?$allocator@H@std@@X$$V@std@@
0x2a9f948	0x3c93a90	0x780b80,0x780cb0,0x780ec0,0x77f810	.?AV?$_Func_impl@V?$MenuMethodListener@VColorSliderControl@CS@@I@CS@@V?$allocator@H@std@@XI@std@@
0x2a67578	0x3c87320	0x5a3330,0x5a2890,0x5a22d0,0x595f50	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSDeathRestartEvent@CSLuaEventScriptImitation@CS@@EAAXPEAVCSLuaEventProxy@5@PEAVCSScriptCallParam@5@@ZAEAPEAV345@AEBU?$_Ph@$00@2@AEBU?$_Ph@$01@2@@std@@V?$allocator@H@2@XPEAVCSLuaEventProxy@CS
0x2b45e10	0x3ce85a0	0xa6bac0,0xa6bc70,0xa6b6f0,0xa6a950	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSDisableHorseOverrideRegionManImpl@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b45dd8	0x3ce8500	0xa6bb00,0xa6bcc0,0xa6b740,0x564ed40	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSDisableHorseOverrideRegionManImpl@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2a70018	0x3c88ee0	0x5e78f0,0x5e78a0,0x5e7950,0x5e5e60	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSEventRegion@CS@@EAAXH@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XH@std@@
0x2a70688	0x3c892c0	0x5e9890,0x5e9bc0,0x5e9de0,0x5e7bb0	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSEventRegionManImplement@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2a70650	0x3c89230	0x5e98e0,0x5e9c00,0x5e9e30,0x5e80a0	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSEventRegionManImplement@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b465e8	0x3ce8910	0xa6e070,0xa6e500,0xa6e770,0xa6d000	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSFastTravelOverrideRegionManImpl@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b465b0	0x3ce8870	0xa6e0c0,0xa6e540,0xa6e7c0,0x583dd54	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSFastTravelOverrideRegionManImpl@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b46b98	0x3ce8b20	0xa728b0,0xa72a00,0xa72420,0xa70b40	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSGroupPlacementPointManImp@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2a675e8	0x3c87560	0x5a3390,0x5a28d0,0x5a2330,0x596020	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSLeaveEvent@CSLuaEventScriptImitation@CS@@EAAXPEAVCSLuaEventProxy@5@PEAVCSScriptCallParam@5@@ZAEAPEAV345@AEBU?$_Ph@$00@2@AEBU?$_Ph@$01@2@@std@@V?$allocator@H@2@XPEAVCSLuaEventProxy@CS@@PEAVC
0x2a675b0	0x3c87450	0x5a33f0,0x5a2910,0x5a2390,0x5960f0	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSLuaEventScriptImitation@CS@@EAAXPEAVCSLuaEventProxy@4@PEAVCSScriptCallParam@4@@ZAEAPEAV34@AEBU?$_Ph@$00@2@AEBU?$_Ph@$01@2@@std@@V?$allocator@H@2@XPEAVCSLuaEventProxy@CS@@PEAVCSScriptCallPar
0x2b470d0	0x3ce8e50	0xa74200,0xa745d0,0xa74780,0xa73350	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSMapPlaceNameOverrideRegionManImpl@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b47098	0x3ce8db0	0xa74250,0xa74610,0xa747d0,0xe20e67	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSMapPlaceNameOverrideRegionManImpl@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2ba9870	0x3cff3a0	0xd0b0e0,0xd0aae0,0xd0ac80,0x532b34a	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSMsbPointManImp@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b479a8	0x3ce9220	0xa79080,0xa78b00,0xa78ed0,0xa77c20	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSOpenChrActivateThresholdRegionManImpl@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b47970	0x3ce9180	0xa790d0,0xa78b50,0xa78f10	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSOpenChrActivateThresholdRegionManImpl@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b44d28	0x3ce8070	0xa62020,0xa61a70,0xa61e70,0xa60b90	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSPlayRegionPointManImpl@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b44cf0	0x3ce7fe0	0xa62070,0xa61ac0,0xa61eb0,0x54b1437	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSPlayRegionPointManImpl@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2a67620	0x3c87680	0x5a3450,0x5a2950,0x5a23f0,0x5961c0	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSPlayerKillEvent@CSLuaEventScriptImitation@CS@@EAAXPEAVCSLuaEventProxy@5@PEAVCSScriptCallParam@5@@ZAEAPEAV345@AEBU?$_Ph@$00@2@AEBU?$_Ph@$01@2@@std@@V?$allocator@H@2@XPEAVCSLuaEventProxy@CS@@
0x2b483b0	0x3ce9520	0xa7d9a0,0xa7dd90,0xa7d0c0,0xa79fd0	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSRideJumpRegionManImpl@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b48378	0x3ce9490	0xa7d9e0,0xa7dde0,0xa7d110	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSRideJumpRegionManImpl@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2a812d8	0x3c8c890	0x69c290,0x69c610,0x69c7c0,0x69ae30	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSRollingObjOverrideRegionManImp@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2a812a0	0x3c8c7f0	0x69c810,0x69c2e0,0x69c650,0xcbd8d6	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSRollingObjOverrideRegionManImp@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2a1bd10	0x3c77970	0x3478f0,0x347270,0x347680,0x346310	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSightRateRegionManImpl@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2a1bcd8	0x3c778e0	0x347940,0x3472c0,0x3476c0,0x51e0b57	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSightRateRegionManImpl@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b569a8	0x3cebb70	0xac6810,0xac6510,0xac5540,0xac0f40	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSoundOcclusionMan@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b56970	0x3cebae0	0xac6860,0xac6550,0xac5590,0x571b035	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSoundOcclusionMan@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b56bf0	0x3cebce0	0xac8cc0,0xac8d20,0xac8380,0x5241958	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSoundOcclusionPortal@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b56d30	0x3cebe20	0xac90d0,0xac9130,0xac8f30,0x5c6e974	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSoundOcclusionRegion@CS@@EAAXH@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XH@std@@
0x2b57ca8	0x3cec290	0xad30c0,0xad31c0,0xad3160,0xad2f70	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSoundRegion@CS@@EAAXH@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XH@std@@
0x2b58b90	0x3cec5d0	0xadb860,0xadbb10,0xadb230,0xad8b50	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSoundRegionMan@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b58b58	0x3cec540	0xadb8a0,0xadbb60,0xadb280,0x5b72d18	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSSoundRegionMan@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2a7b0a8	0x3c8b6b0	0x641220,0x641620,0x6417d0,0x63faa0	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSWeatherLotRegionManImp@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2a7b070	0x3c8b620	0x641820,0x641270,0x641660,0x63faa0	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8CSWeatherLotRegionManImp@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b58e98	0x3cec770	0xadd8f0,0xaddac0,0xadd640,0x50a786f	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8WorldSoundIns@CS@@EAAXH@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XH@std@@
0x2b58ed0	0x3cec810	0xadd930,0xaddb10,0xadd690,0x5777a60	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8WorldSoundIns@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2b59880	0x3cecbe0	0xae21a0,0xae1db0,0xae1f20,0xadfd30	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8WorldSoundManImp@CS@@EAAXAEBVWorldBlockIdentifier@4@@ZPEAV34@AEBU?$_Ph@$00@2@@std@@V?$allocator@H@2@XAEBVWorldBlockIdentifier@CS@@@std@@
0x2b59848	0x3cecb50	0xae21f0,0xae1e00,0xae1f60,0x52ca493,0x5579627,0x5313912	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEAP8WorldSoundManImp@CS@@EAAXXZPEAV34@@std@@V?$allocator@H@2@X$$V@std@@
0x2aad170	0x3c999e0	0x7bd8a0,0x7b4d00,0x7b3ea0,0x7b3f20	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEBV?$function@$$A6A?AV?$DLReferencePointer@VMenuJob@CS@@@DLUT@@H@Z@2@H@std@@V?$allocator@H@2@V?$DLReferencePointer@VMenuJob@CS@@@DLUT@@$$V@std@@
0x2ac0e48	0x3ca32b0	0x812d60,0x80bc30,0x80b080,0x80b100	.?AV?$_Func_impl@V?$_Binder@U_Unforced@std@@AEBV?$function@$$A6AXH@Z@2@AEAH@std@@V?$allocator@H@2@X$$V@std@@
0x2af5bb8	0x3cbd4c0	0x8f7a10	.?AV?$_GenericListSelectDialogT@VMenuGaitemSortPropertyList@CS@@@CS@@
0x309c390	0x3d41940	0x1e7c080	.?AV?$_LaunchPad@V?$unique_ptr@V?$tuple@V<lambda_4151e107092afb9e0c4ac699048ff60a>@@@std@@U?$default_delete@V?$tuple@V<lambda_4151e107092afb9e0c4ac699048ff60a>@@@std@@@2@@std@@@std@@
0x3253dc8	0x3d53e70	0x24fe588,0x24fdac8,0x24fd958	.?AV?$_MallocaArrayHolder@PEAVContext@Concurrency@@@details@Concurrency@@
0x3254d38	0x3d54860	0x250c79c,0x250ba38,0x250bc08	.?AV?$_MallocaArrayHolder@PEAVevent@Concurrency@@@details@Concurrency@@
0x324fcc8	0x3d53b60	0x24f65ac,0x24f5024,0x24f4a5c,0x24f4ac4,0x24f4924,0x24f4f44	.?AV?$_Mpunct@D@std@@
0x324f2f8	0x3d53900	0x24e7d0c,0x24e0ad8,0x24e0bb8,0x24deff4,0x24def8c,0x24dec94	.?AV?$_Mpunct@G@std@@
0x324ef78	0x3d535b0	0x24e89ec,0x24e0c98,0x24e0d78,0x24df05c,0x24df0c4,0x24decfc	.?AV?$_Mpunct@_W@std@@
0x3279120	0x3d5a440	0x264ae54	.?AV?$_Ref_count_obj@V__ExceptionPtr@@@std@@
0x32790f8	0x3d5a3e0	0x264ad48	.?AV?$_Ref_count_obj_alloc@V__ExceptionPtr@@U?$_StaticAllocator@H@@@std@@
0x324c080	0x3d53060	0x24d76bc,0x10fb38,0x10fc00,0x10fcac	.?AV?$basic_filebuf@DU?$char_traits@D@std@@@std@@
0x324c4c0	0x3d531e0	0x24d8e38,0x24d8c64	.?AV?$basic_filebuf@_WU?$char_traits@_W@std@@@std@@
0x324c100	0x3d52f78	0x24d897c,0x24d7540	.?AV?$basic_ios@DU?$char_traits@D@std@@@std@@
0x324c540	0x3d53100	0x24da590,0x24d8d04	.?AV?$basic_ios@_WU?$char_traits@_W@std@@@std@@
0x324c110	0x3d53010	0x24d7818,0x24d7540,0x29a2418	.?AV?$basic_istream@DU?$char_traits@D@std@@@std@@
0x324c550	0x3d53190	0x24d8f74,0x24d8d04,0x29a258c	.?AV?$basic_istream@_WU?$char_traits@_W@std@@@std@@
0x324c1a0	0x3d530b0	0x24d8abc,0x24d897c,0x29a2490,0x29a2508	.?AV?$basic_ostream@DU?$char_traits@D@std@@@std@@
0x324c5e0	0x3d53260	0x24da684,0x24da590,0x29a2604,0x29a267c	.?AV?$basic_ostream@_WU?$char_traits@_W@std@@@std@@
0x324c000	0x3d52fc0	0x24d7888,0x24d760c,0x24d76bc	.?AV?$basic_streambuf@DU?$char_traits@D@std@@@std@@
0x324c440	0x3d53140	0x24d8e38,0x24d8fe4,0x24d8d88	.?AV?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@
0x324bc30	0x3d52ec0	0x24d5960,0x24d3e40	.?AV?$codecvt@DDU_Mbstatet@@@std@@
0x324ec88	0x3d532a8	0x24e7d0c,0x24e01fc	.?AV?$codecvt@GDU_Mbstatet@@@std@@
0x324c3e8	0x3d53228	0x24e89ec,0x24d9218	.?AV?$codecvt@_WDU_Mbstatet@@@std@@
0x324fbf8	0x3d53a20	0x24f65ac,0x24f4bd8,0x24f498c	.?AV?$collate@D@std@@
0x324f228	0x3d537b8	0x24e7d0c,0x24e02f0,0x24ded90	.?AV?$collate@G@std@@
0x324eea8	0x3d53468	0x24e89ec,0x24e0410,0x24deddc	.?AV?$collate@_W@std@@
0x30be168	0x3d450c8	0x24d5960,0x1f3f200,0x1f3ee30	.?AV?$ctype@D@std@@
0x324ece0	0x3d532e0	0x24e7d0c,0x24e0530,0x24dee28	.?AV?$ctype@G@std@@
0x30be1c8	0x3d450f0	0x24e89ec,0x1f3eb30,0x1f3eea0	.?AV?$ctype@_W@std@@
0x2cdc3f8	0x3d0d720	0x1308ff0	.?AV?$hkBatchTaskBase@VhkReferencedTask@@V?$ConvertVolumesTask@$00@SimpleGeometrySourceDetail@hkaiNavMeshGeneration@@@@
0x2cdc418	0x3d0d720	0x1308ff0	.?AV?$hkBatchTaskBase@VhkReferencedTask@@V?$ConvertVolumesTask@$00@SimpleGeometrySourceDetail@hkaiNavMeshGeneration@@@@
0x2cdc4a8	0x3d0d8a0	0x1309070	.?AV?$hkBatchTaskBase@VhkReferencedTask@@V?$ConvertVolumesTask@$0A@@SimpleGeometrySourceDetail@hkaiNavMeshGeneration@@@@
0x2cdc4c8	0x3d0d8a0	0x1309070	.?AV?$hkBatchTaskBase@VhkReferencedTask@@V?$ConvertVolumesTask@$0A@@SimpleGeometrySourceDetail@hkaiNavMeshGeneration@@@@
0x2cdc168	0x3d0d3e0	0x13090f0	.?AV?$hkBatchTaskBase@VhkReferencedTask@@VBuildTriangleAabbsAndPointsTask@SimpleGeometrySourceDetail@hkaiNavMeshGeneration@@@@
0x2cdc188	0x3d0d3e0	0x13090f0	.?AV?$hkBatchTaskBase@VhkReferencedTask@@VBuildTriangleAabbsAndPointsTask@SimpleGeometrySourceDetail@hkaiNavMeshGeneration@@@@
0x2cdc2d8	0x3d0d5c0	0x1309170	.?AV?$hkBatchTaskBase@VhkReferencedTask@@VConvertAreasTask@SimpleGeometrySourceDetail@hkaiNavMeshGeneration@@@@
